,losses,losses_avg
0,15.224329948425293,15.224329948425293
1,16.03795051574707,15.631140232086182
2,16.74201011657715,16.00143019358317
3,32.65711975097656,20.16535258293152
4,11.774645805358887,18.487211227416992
5,11.012725830078125,17.241463661193848
6,10.500189781188965,16.278424535478866
7,5.167281627655029,14.889531672000885
8,12.186565399169922,14.589202086130777
9,17.14659881591797,14.844941759109497
10,3.7676408290863037,13.837914401834661
11,8.03077507019043,13.353986124197641
12,9.265852928161621,13.039514339887178
13,9.938826560974121,12.81803664139339
14,4.807668685913086,12.284012111028035
15,2.280982494354248,11.658822759985924
16,4.599571228027344,11.243572669870714
17,2.7518928050994873,10.771812677383423
18,8.058670997619629,10.62901574686954
19,8.48292064666748,10.521710991859436
20,3.902622938156128,10.20651632263547
21,9.293569564819336,10.165018742734736
22,2.8833582401275635,9.848424807838771
23,6.447816848754883,9.70673280954361
24,4.1584792137146,9.484802665710449
25,7.137209415435791,9.394510617622963
26,1.4571765661239624,9.100535282382259
27,2.702134370803833,8.8720209641116
28,7.927846431732178,8.839463221615759
29,3.1803009510040283,8.650824479262035
30,2.014727830886841,8.43675684544348
31,4.555809497833252,8.31547724083066
32,8.261883735656738,8.313853195219329
33,2.3016669750213623,8.137024188742918
34,1.823593020439148,7.956640441077096
35,2.563502311706543,7.806831048594581
36,4.825817584991455,7.726263117145848
37,6.905977725982666,7.704676659483659
38,1.2225738763809204,7.538468895814358
39,1.5858262777328491,7.38965283036232
40,0.6616329550743103,7.225554784623588
41,2.7749481201171875,7.119587959278197
42,1.9616652727127075,6.999636268892954
43,1.0843442678451538,6.865197814323685
44,4.548459529876709,6.813714741335975
45,2.440981149673462,6.718655315430268
46,1.2853021621704102,6.603052056850271
47,1.2052537202835083,6.490597924838464
48,2.8305976390838623,6.4159040414557165
49,4.192864894866943,6.371443258523941
