,losses,losses_avg
0,178.9119110107422,178.9119110107422
1,157.21897888183594,168.06544494628906
2,44.70176315307617,126.94421768188477
3,9.198372840881348,97.50775647163391
4,65.25079345703125,91.05636386871338
5,124.42708587646484,96.6181508700053
6,16.117158889770508,85.11800915854317
7,30.382535934448242,78.27607500553131
8,63.633514404296875,76.64912382761638
9,24.29641342163086,71.41385278701782
10,124.85191345214844,76.2718583020297
11,143.4678192138672,81.87152171134949
12,106.13789367675781,83.73816570868858
13,154.32603454589844,88.78015633991787
14,54.13313674926758,86.47035503387451
15,93.88532257080078,86.9337905049324
16,25.829078674316406,83.33939569136676
17,59.39198684692383,82.0089840888977
18,9.26584243774414,78.18039768620541
19,11.532217025756836,74.84798865318298
20,13.027982711791992,71.90417884645008
21,19.364233016967773,69.51599949056452
22,63.94788360595703,69.27390749558158
23,44.18837356567383,68.22867691516876
24,19.356538772583008,66.27379138946533
25,53.841529846191406,65.7956274839548
26,31.774675369262695,64.53559222044768
27,14.6334228515625,62.753371885844636
28,48.439266204833984,62.259782034775306
29,61.72832107543945,62.24206666946411
30,58.16413497924805,62.11052048590876
31,38.05922317504883,61.35891744494438
32,81.56773376464844,61.971305818268746
33,22.3494815826416,60.805958046632654
34,49.457061767578125,60.4817038672311
35,30.744712829589844,59.65567633840773
36,18.548696517944336,58.54467688380061
37,49.69685363769531,58.31183942995573
38,33.809940338134766,57.68358560708853
39,89.47489929199219,58.47836844921112
40,44.73646545410156,58.14320008347674
41,45.715843200683594,57.84731063388643
42,53.72843933105469,57.75152292916941
43,8.149955749511719,56.62421458417719
44,11.313773155212402,55.61731588575575
45,4.33530330657959,54.50248952533888
46,18.40789222717285,53.73451937005875
47,9.458550453186035,52.81210335095724
48,20.415361404418945,52.15094535204829
49,9.982934951782227,51.30758514404297
