,losses,losses_avg
0,120.2308349609375,120.2308349609375
1,149.3968505859375,134.8138427734375
2,162.56385803222656,144.06384785970053
3,178.35690307617188,152.63711166381836
4,34.24348449707031,128.95838623046876
5,15.67004680633545,110.07699632644653
6,207.4191131591797,123.98301301683698
7,156.12815856933594,128.00115621089935
8,160.6934814453125,131.63363679250082
9,154.37942504882812,133.90821561813354
10,245.30255126953125,144.03497340462425
11,141.64617919921875,143.83590722084045
12,134.91114807128906,143.14938728625958
13,80.56615447998047,138.67915637152535
14,157.85552978515625,139.9575812657674
15,50.692466735839844,134.37851160764694
16,48.77763366699219,129.34316584643196
17,129.00393676757812,129.32431978649564
18,31.55780601501465,124.17871379852295
19,15.44859504699707,118.74220786094665
20,61.0236701965332,115.99370606740315
21,75.96096801757812,114.17403615604748
22,32.017459869384766,110.60201110010561
23,25.597230911254883,107.0601452589035
24,77.09095001220703,105.86137744903564
25,29.521465301513672,102.92522698182326
26,31.49549102783203,100.27968120574951
27,105.47972106933594,100.46539691516331
28,67.61766052246094,99.33271634989771
29,51.69384002685547,97.74475380579631
30,7.931649684906006,94.84755689867082
31,23.102651596069336,92.60552860796452
32,35.06831741333008,90.86197675358166
33,34.44191360473633,89.20256313155679
34,15.200078010559082,87.088206413814
35,12.67905044555664,85.02128541469574
36,9.920084953308105,82.99152324006364
37,67.75890350341797,82.59066482594139
38,60.466835021972656,82.02338713866014
39,26.065980911254883,80.624451982975
40,25.1968936920166,79.27256031734187
41,49.14039611816406,78.55512783640907
42,87.14227294921875,78.75482888554417
43,38.43901824951172,77.83856046199799
44,11.91120719909668,76.37350816726685
45,100.59227752685547,76.90000315334485
46,77.36895751953125,76.90998090581691
47,16.01603126525879,75.64135695497195
48,39.58375549316406,74.90548753738403
49,7.2690277099609375,73.55275834083557
